SWAK,Space Walker,L
SWAT,Swati,L
SWIF,Swift,M
SWOR,Swordfish,L
SX30,SX-300,L
SYCA,171 Sycamore,L
SYMP,SA-160 Symphony,L
SZ45,SZD-45 Ogar,L
SZ9M,SZD-9bis Bocian M-2000,L
T1,T-1,L
T101,T-101 Grach,L
T104,Tu-104,M
T114,Tu-114,H
T124,Tu-124,M
T134,Tu-134,M
T144,Tu-144,H
T154,Tu-154,M
T160,Tu-160,H
T18,T-18 Tiger,L
T2,T-2 Buckeye,L
T204,Tu-204,M
T211,T-211,L
T22M,Tu-22M,M
T250,T-250 Aries,L
T28,T-28 Trojan,L
T30,T-30 Katana,L
T33,T-33 Shooting Star,M
T334,Tu-334,M
T34P,T-34A Mentor,L
T34T,T-34C Turbo Mentor,L
T35,T-35 Buckaroo,L
T37,T-37,L
T38,T-38 Talon,L
T4,T-4,M
T40,T-40,L
T411,T-411 Aist,L
T415,T-415 Snegir,L
T444,Tu-444,M
T5,T-5,L
T50,T-50 Bobcat,L
T51,T-51 Mustang,L
T6,T-6 Texan,L
T7,T-7,L
TA15,15 Tourist,L
TA16,TA-16 Trojan,L
TA20,20,L
TAA1,TAA-1,L
TAGO,Tango-2,L
TAIL,Tailwind,L
TAMP,TB-9 Tampico,L
TARO,Tauro,L
TAYA,A,L
TAYB,BL,L
TAYD,DC,L
TB05,Texas Bullet 205,L
TB30,TB-30 Epsilon,L
TB31,TB-31 Omega,L
TBEE,UC-1 Twin Bee,L
TBM,TBM Avenger,M
TBM7,TBM-700,L
TBM8,TBM-850,L
TBR3,T-Bird 2 Cargo,L
TC2,TC-2,L
TCAT,Tigercat,M
TCOU,Twin Courier,L
TD2,TD-2 Tempest,L
TEAL,TSC-1 Teal,L
TERM,Termite,L
TERR,Terrier,L
TEX2,T-6 Texan 2,L
TEXA,Texan,L
TF19,F-19 Sportsman,L
TF21,F-21,L
TF22,F-22,L
TFK2,TFK-2 Carat,L
TFOC,Focke-Wulf Fw-190,L
TFUN,Taifun,L
TGRS,Tigress,L
TIGR,EC-665 Tiger,L
TIJU,Junior,L
TIPB,B,L
TJET,TJ-1500 TwinJet,L
TL20,TL-2000 Sting,L
TLEG,Turbine Legend,L
TM5,TM-5,L
TMOT,Tiger Moth,L
TMUS,Thunder Mustang,L
TNAV,480 Twin Navion,L
TNDR,Tundra,L
TOBA,Tobago,L
TOOT,Little Toot,L
TOR,Tornado,M
TOUR,M-10 AirTourer,L
TOXO,Toxo,L
TP40,Curtiss P-40,L
TPIL,Turbo Pillán,L
TPIN,Twin Pioneer,L
TR1,TR-1 Trigull,L
TR20,TR-200,L
TR26,TR-260 Sirius,L
TR55,550 Trener,L
TRAP,T-Raptor,L
TRBA,Trener Baby,L
TRDO,Tornado SS,L
TRF1,F-1,L
TRIM,Tri-Motor,L
TRIN,Trinidad,L
TRIS,BN-2A Mk3 Trislander,L
TRMA,A Tri-Motor,L
TRWN,Tradewind,L
TS11,TS-11 Iskra,L
TS8,TS-8 Bies,L
TSPT,Supermarine Spitfire,L
TSTR,Twinstar,L
TT62,TT-62 Alekto,L
TTWO,Teenie Two,L
TU16,Tu-16,M
TU22,Tu-22,M
TU4,Tu-4,M
TU95,Tu-95,H
TUCA,EMB-312 Tucano,L
TUTR,621 Tutor,L
TVL4,4,L
TVLB,B,L
TWSP,Spitfire,L
TZRV,JT-2-2 Tazarve,L
U16,Albatross,M
U2,U-2,M
U21,Ute (U-21A/G),L
U22,QU-22,L
UBAT,Ultrabat,L
UF10,UFM-10 Samba,L
UF13,UFM-13 Lambada,L
UFHT,HeliThruster,L
UH1,UH-1 Iroquois,L
UH12,UH-12,L
UH1Y,UH-1Y,M
UHEL,Ultralight helicopter,-
UL10,10 Albertan,L
UL20,20,L
UL2F,UL-2000 Flamingo,L
UL45,450 Ultra,L
ULAC,Ultralight aircraft,-
ULPA,Panther,L
ULTS,Ultrasport 496,L
UM18,18,L
UNIV,Universal,L
US1,US-1,M
UT60,60,L
UT65,65 Privrednik,L
UT66,66,L
UT75,75,L
UU12,U-12 Flamingo Replica,L
V1,Mohawk,M
V10,OV-10 Bronco,L
V22,V-22 Osprey,M
V322,Votec 322,L
V351,Votec 351,L
V500,Voyager-500,L
V8SP,V-8 Special,L
VALI,Valiant,L
VAMP,Vampire,L
VANT,VA-10 Vantage,L
VAUT,SO-4050 Vautour,M
VC10,VC-10,H
VECT,CBA-123 Vector,M
VELO,Velocity,L
VENT,Ventus,L
VEZE,33 VariEze,L
VF14,VFW-614,M
VF2,VF-2 Esprit,L
VF35,F-35B Lightning II,M
VF60,VF-600 Mission,L
VG3T,Vega 3000,L
VGUL,Vega Gull,L
VIMA,Viima,L
VIMY,FB-27 Vimy Replica,L
VIPJ,ViperJet,L
VIPR,Viper,L
VISC,Viscount,M
VIX,Kitfox Vixen,L
VIXN,Vixen,L
VJ22,VJ-22 Sportsman,L
VK3P,VK-30 Cirrus,L
VM1,VM-1 Esqual,L
VMT,VM-T Atlant,H
VNOM,DH-112 Venom,M
VO10,Commander 100,L
VP2,VP-2 Volksplane,L
VSON,Vision,L
VTOR,AP-68TP-600 Viator,L
VTUR,Venture,L
VULC,698 Vulcan,M
VUT1,VUT-100 Cobra,L
VVIG,VariViggen,L
VW10,VoWi-10,L
VWIT,V-Witt,L
W11,W-11 Boredom Fighter,L
W201,201,L
W3,W-3,L
W62T,620TP,L
WA40,WA-40 Super 4,L
WA41,WA-41 Baladou,L
WA42,WA-421 Prestige,L
WA50,WA-51 Pacific,L
WA80,WA-80 Piranha,L
WAC9,9,L
WACA,IBA,L
WACC,C,L
WACD,D,L
WACE,E (ARE/HRE/SRE) Aristocrat,L
WACF,F,L
WACG,G,L
WACM,JWM,L
WACN,AVN,L
WACO,10,L
WACT,RPT,L
WAIX,Waiex,L
WASP,Wasp,L
WB57,WB-57,M
WBOO,Whitney Boomerang,L
WCAT,Wildcat,L
WDEX,Windex,L
WESX,WS-58 Wessex,L
WF4U,Vought F4U Corsair,L
WFOC,Focke-Wulf 190,L
WFUR,Hawker Sea Fury,L
WG30,WG-30,L
WH1,WH-1 Traveler,L
WHAT,Special,L
WHIL,WLAC-1 White Lightning,L
WHIS,GR-2 Whisper,L
WHIT,M-11 Whitney Straight,L
WHKN,318 White Knight,M
WICH,Wichawk,L
WILT,Wild Thing,L
WIND,GW-1 Windwagon,L
WINE,Eagle,L
WIRR,CA-16 Wirraway,L
WISP,Whisper,L
WM2,WM-2,L
WOPU,Woody Pusher,L
WP40,Curtiss P-40 Kittyhawk,L
WP47,Republic P-47 Thunderbolt,L
WS22,WS-202 Sprint,L
WT9,WT-9 Dynamic,L
WUSH,Seahawk,L
WW1,WW-1 Der Jäger D-9,L
WW23,1123 Westwind,M
WW24,1124 Westwind,M
WZER,Mitsubishi Zero,L
X29,X-29,M
X32,X-32,M
X4,X-4,L
XL2,XL-2,L
XNOS,Xenos,L
XV15,XV-15,L
Y11,Y-11,L
Y112,Yak-112,L
Y12,Y-12 Harbinger,L
Y130,Yak-130,M
Y141,Yak-141,M
Y18T,Yak-18T,L
YAK3,Yak-3,L
YAK9,Yak-9,L
YALE,Yale,L
YARR,Yarrow Arrow,L
YAST,Yastreb,L
YC12,YC-12 Tourbillon,L
YK11,Yak-11,L
YK12,Yak-12,L
YK18,Yak-18,L
YK28,Yak-28,M
YK38,Yak-38,M
YK40,Yak-40,M
YK42,Yak-42,M
YK50,Yak-50,L
YK52,Yak-52,L
YK53,Yak-53,L
YK54,Yak-54,L
YK55,Yak-55,L
YK58,Yak-58,L
YNHL,KT-112 Yanhol,L
YS11,YS-11,M
YURO,Orao,M
Z22,Z-22 Junak,L
Z26,Z-26 Trener,L
Z37P,Z-37,L
Z37T,Z-37T Agro Turbo,L
Z42,Z-42,L
Z43,Z-43,L
Z50,Zlin Z-50,L
ZA6,ZA-6 Sanka,L
ZEP2,Zephyr 2,L
ZEPH,122 Zephyr,L
ZERO,A6M Zero,L
ZIA,Zia,L
ZIU,ZIU,L
ZULU,Zùlù,L
ZZZZ,Aircraft type not (yet) assigned a designator,-
